# Title:                 FLOW SERIES
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       
# missing values are indicated by -999.000
#
# file generation date:  2030-07-21
#
# GRDC-No.:              6343100
# River:                 Vanilla
# Station:               WATERCASTEL
# Country:               Dreamland
# Latitude (DD):       95.5543845
# Longitude (DD):      82.453464
# Catchment area (km2):      11983.0
# Altitude (m ASL):        629.51
# Next downstream station:      7777777
# 
# 
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m3/s
# Time series:           1826-11 - 2016-12
# No. of years:          191
# Last update:           2028-11-29
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 69458
# DATA
YYYY-MM-DD;hh:mm; Value
1939-10-30;--:--;305
1939-10-31;--:--;297
1939-11-01;--:--;276
1939-11-02;--:--;250
1939-11-03;--:--;266
1939-11-04;--:--;269
1939-11-05;--:--;284
1939-11-06;--:--;438
1939-11-07;--:--;300
1939-11-08;--:--;302
1939-11-09;--:--;313
1939-11-10;--:--;284
1939-11-11;--:--;300
1939-11-12;--:--;254
1939-11-13;--:--;250
1939-11-14;--:--;252
1939-11-15;--:--;250
1939-11-16;--:--;240
1939-11-17;--:--;236
1939-11-18;--:--;316
1939-11-19;--:--;530
1939-11-20;--:--;496
1939-11-21;--:--;499
1939-11-22;--:--;370
1939-11-23;--:--;346
1939-11-24;--:--;323
1939-11-25;--:--;305
1939-11-26;--:--;274
1939-11-27;--:--;329
1939-11-28;--:--;361
1939-11-29;--:--;343
1939-11-30;--:--;422
1939-12-01;--:--;638
1939-12-02;--:--;473
1939-12-03;--:--;407
1939-12-04;--:--;388
1939-12-05;--:--;337
1939-12-06;--:--;334
1939-12-07;--:--;367
1939-12-08;--:--;313
1939-12-09;--:--;287
1939-12-10;--:--;305
1939-12-11;--:--;269
1939-12-12;--:--;297
1939-12-13;--:--;274
1939-12-14;--:--;274
1939-12-15;--:--;254
1939-12-16;--:--;227
1939-12-17;--:--;209
1939-12-18;--:--;214
1939-12-19;--:--;220
1939-12-20;--:--;197
1939-12-21;--:--;218
1939-12-22;--:--;224
1939-12-23;--:--;193
1939-12-24;--:--;172
1939-12-25;--:--;154
1939-12-26;--:--;158
1939-12-27;--:--;174
1939-12-28;--:--;174
1939-12-29;--:--;183
1939-12-30;--:--;159
1939-12-31;--:--;133
1940-01-01;--:--;133
1940-01-02;--:--;133
1940-01-03;--:--;133
1940-01-04;--:--;133
1940-01-05;--:--;133
1940-01-06;--:--;133
1940-01-07;--:--;133
1940-01-08;--:--;133
1940-01-09;--:--;133
1940-01-10;--:--;133
1940-01-11;--:--;132
1940-01-12;--:--;129
1940-01-13;--:--;129
1940-01-14;--:--;130
1940-01-15;--:--;142
1940-01-16;--:--;144
1940-01-17;--:--;142
1940-01-18;--:--;136
1940-01-19;--:--;130
1940-01-20;--:--;125
1940-01-21;--:--;126
1940-01-22;--:--;126
1940-01-23;--:--;126
1940-01-24;--:--;135
1940-01-25;--:--;156
1940-01-26;--:--;114
1940-01-27;--:--;127
1940-01-28;--:--;126
1940-01-29;--:--;127
1940-01-30;--:--;129
1940-01-31;--:--;126
1940-02-01;--:--;133
1940-02-02;--:--;125
1940-02-03;--:--;149
1940-02-04;--:--;133
1940-02-05;--:--;122
1940-02-06;--:--;125
1940-02-07;--:--;130
1940-02-08;--:--;132
1940-02-09;--:--;130
1940-02-10;--:--;117
1940-02-11;--:--;119
1940-02-12;--:--;113
1940-02-13;--:--;129
1940-02-14;--:--;102
1940-02-15;--:--;110
1940-02-16;--:--;108
1940-02-17;--:--;121
1940-02-18;--:--;115
1940-02-19;--:--;109
1940-02-20;--:--;146
1940-02-21;--:--;161
1940-02-22;--:--;139
1940-02-23;--:--;133
1940-02-24;--:--;146
1940-02-25;--:--;149
1940-02-26;--:--;187
1940-02-27;--:--;154
1940-02-28;--:--;154
1940-02-29;--:--;176
1940-03-01;--:--;218
1940-03-02;--:--;240
1940-03-03;--:--;209
1940-03-04;--:--;172
1940-03-05;--:--;178
1940-03-06;--:--;172
1940-03-07;--:--;170
1940-03-08;--:--;158
1940-03-09;--:--;165
1940-03-10;--:--;133
1940-03-11;--:--;139
1940-03-12;--:--;165
1940-03-13;--:--;181
1940-03-14;--:--;300
1940-03-15;--:--;343
1940-03-16;--:--;259
1940-03-17;--:--;203
1940-03-18;--:--;216
1940-03-19;--:--;477
1940-03-20;--:--;594
1940-03-21;--:--;438
1940-03-22;--:--;361
1940-03-23;--:--;326
1940-03-24;--:--;334
1940-03-25;--:--;305
1940-03-26;--:--;329
1940-03-27;--:--;385
1940-03-28;--:--;334
1940-03-29;--:--;297
1940-03-30;--:--;262
1940-03-31;--:--;216
1940-04-01;--:--;195
1940-04-02;--:--;207
1940-04-03;--:--;240
1940-04-04;--:--;227
1940-04-05;--:--;257
1940-04-06;--:--;308
1940-04-07;--:--;259
1940-04-08;--:--;247
1940-04-09;--:--;214
1940-04-10;--:--;214
1940-04-11;--:--;216
1940-04-12;--:--;193
1940-04-13;--:--;191
1940-04-14;--:--;193
1940-04-15;--:--;183
1940-04-16;--:--;195
1940-04-17;--:--;214
1940-04-18;--:--;247
1940-04-19;--:--;326
1940-04-20;--:--;274
1940-04-21;--:--;287
1940-04-22;--:--;294
1940-04-23;--:--;329
1940-04-24;--:--;477
1940-04-25;--:--;438
1940-04-26;--:--;413
1940-04-27;--:--;410
1940-04-28;--:--;395
1940-04-29;--:--;425
1940-04-30;--:--;404
1940-05-01;--:--;370
1940-05-02;--:--;444
1940-05-03;--:--;413
1940-05-04;--:--;413
1940-05-05;--:--;379
1940-05-06;--:--;464
1940-05-07;--:--;416
1940-05-08;--:--;329
1940-05-09;--:--;321
1940-05-10;--:--;337
1940-05-11;--:--;373
1940-05-12;--:--;391
1940-05-13;--:--;441
1940-05-14;--:--;340
1940-05-15;--:--;337
1940-05-16;--:--;346
1940-05-17;--:--;370
1940-05-18;--:--;373
1940-05-19;--:--;364
1940-05-20;--:--;343
1940-05-21;--:--;308
1940-05-22;--:--;343
1940-05-23;--:--;385
1940-05-24;--:--;464
1940-05-25;--:--;490
1940-05-26;--:--;499
1940-05-27;--:--;565
1940-05-28;--:--;619
1940-05-29;--:--;638
1940-05-30;--:--;945
1940-05-31;--:--;2060
1940-06-01;--:--;1690
1940-06-02;--:--;1290
1940-06-03;--:--;900
1940-06-04;--:--;758
1940-06-05;--:--;691
1940-06-06;--:--;695
1940-06-07;--:--;715
1940-06-08;--:--;715
1940-06-09;--:--;695
1940-06-10;--:--;743
1940-06-11;--:--;755
1940-06-12;--:--;735
1940-06-13;--:--;747
1940-06-14;--:--;762
1940-06-15;--:--;758
1940-06-16;--:--;794
1940-06-17;--:--;883
1940-06-18;--:--;861
1940-06-19;--:--;815
1940-06-20;--:--;739
1940-06-21;--:--;719
1940-06-22;--:--;731
1940-06-23;--:--;774
1940-06-24;--:--;739
1940-06-25;--:--;719
1940-06-26;--:--;707
1940-06-27;--:--;642
1940-06-28;--:--;594
1940-06-29;--:--;506
1940-06-30;--:--;473
1940-07-01;--:--;454
1940-07-02;--:--;565
1940-07-03;--:--;605
1940-07-04;--:--;770
1940-07-05;--:--;949
1940-07-06;--:--;794
1940-07-07;--:--;676
1940-07-08;--:--;707
1940-07-09;--:--;1160
1940-07-10;--:--;874
1940-07-11;--:--;758
1940-07-12;--:--;711
1940-07-13;--:--;870
1940-07-14;--:--;703
1940-07-15;--:--;619
1940-07-16;--:--;612
1940-07-17;--:--;857
1940-07-18;--:--;695
1940-07-19;--:--;680
1940-07-20;--:--;735
1940-07-21;--:--;715
1940-07-22;--:--;827
1940-07-23;--:--;823
1940-07-24;--:--;794
1940-07-25;--:--;807
1940-07-26;--:--;811
1940-07-27;--:--;922
1940-07-28;--:--;968
1940-07-29;--:--;870
1940-07-30;--:--;699
1940-07-31;--:--;638
1940-08-01;--:--;576
1940-08-02;--:--;533
1940-08-03;--:--;547
1940-08-04;--:--;537
1940-08-05;--:--;530
1940-08-06;--:--;509
1940-08-07;--:--;576
1940-08-08;--:--;569
1940-08-09;--:--;612
1940-08-10;--:--;579
1940-08-11;--:--;576
1940-08-12;--:--;642
1940-08-13;--:--;642
1940-08-14;--:--;576
1940-08-15;--:--;480
1940-08-16;--:--;506
1940-08-17;--:--;467
1940-08-18;--:--;416
1940-08-19;--:--;401
1940-08-20;--:--;447
1940-08-21;--:--;477
1940-08-22;--:--;429
1940-08-23;--:--;506
1940-08-24;--:--;435
1940-08-25;--:--;454
1940-08-26;--:--;349
1940-08-27;--:--;358
1940-08-28;--:--;526
1940-08-29;--:--;361
1940-08-30;--:--;376
1940-08-31;--:--;401
1940-09-01;--:--;313
1940-09-02;--:--;294
1940-09-03;--:--;310
1940-09-04;--:--;313
1940-09-05;--:--;297
1940-09-06;--:--;313
1940-09-07;--:--;297
1940-09-08;--:--;292
1940-09-09;--:--;292
1940-09-10;--:--;316
1940-09-11;--:--;499
1940-09-12;--:--;874
1940-09-13;--:--;569
1940-09-14;--:--;460
1940-09-15;--:--;464
1940-09-16;--:--;619
1940-09-17;--:--;506
1940-09-18;--:--;460
1940-09-19;--:--;373
1940-09-20;--:--;404
1940-09-21;--:--;404
1940-09-22;--:--;382
1940-09-23;--:--;404
1940-09-24;--:--;388
1940-09-25;--:--;422
1940-09-26;--:--;413
1940-09-27;--:--;432
1940-09-28;--:--;410
1940-09-29;--:--;561
1940-09-30;--:--;483
1940-10-01;--:--;401
1940-10-02;--:--;355
1940-10-03;--:--;367
1940-10-04;--:--;373
1940-10-05;--:--;334
1940-10-06;--:--;308
1940-10-07;--:--;292
1940-10-08;--:--;300
1940-10-09;--:--;331
1940-10-10;--:--;331
1940-10-11;--:--;302
1940-10-12;--:--;276
1940-10-13;--:--;274
1940-10-14;--:--;242
1940-10-15;--:--;252
1940-10-16;--:--;242
1940-10-17;--:--;238
1940-10-18;--:--;233
1940-10-19;--:--;229
1940-10-20;--:--;209
1940-10-21;--:--;203
1940-10-22;--:--;205
1940-10-23;--:--;214
1940-10-24;--:--;197
1940-10-25;--:--;197
1940-10-26;--:--;203
1940-10-27;--:--;211
1940-10-28;--:--;197
1940-10-29;--:--;216
1940-10-30;--:--;195
1940-10-31;--:--;191
1940-11-01;--:--;194
1940-11-02;--:--;247
1940-11-03;--:--;300
1940-11-04;--:--;238
1940-11-05;--:--;243
1940-11-06;--:--;210
1940-11-07;--:--;202
1940-11-08;--:--;200
1940-11-09;--:--;202
1940-11-10;--:--;182
1940-11-11;--:--;171
1940-11-12;--:--;180
1940-11-13;--:--;178
1940-11-14;--:--;174
1940-11-15;--:--;173
1940-11-16;--:--;214
1940-11-17;--:--;216
1940-11-18;--:--;297
1940-11-19;--:--;252
1940-11-20;--:--;225
1940-11-21;--:--;212
1940-11-22;--:--;196
1940-11-23;--:--;186
1940-11-24;--:--;225
1940-11-25;--:--;196
1940-11-26;--:--;198
1940-11-27;--:--;176
1940-11-28;--:--;176
1940-11-29;--:--;184
1940-11-30;--:--;178
1940-12-01;--:--;155
1940-12-02;--:--;151
1940-12-03;--:--;157
1940-12-04;--:--;155
1940-12-05;--:--;157
1940-12-06;--:--;155
1940-12-07;--:--;160
1940-12-08;--:--;145
1940-12-09;--:--;148
1940-12-10;--:--;165
1940-12-11;--:--;174
1940-12-12;--:--;157
1940-12-13;--:--;164
1940-12-14;--:--;155
1940-12-15;--:--;142
1940-12-16;--:--;128
1940-12-17;--:--;121
1940-12-18;--:--;103
1940-12-19;--:--;109
1940-12-20;--:--;135
1940-12-21;--:--;143
1940-12-22;--:--;128
1940-12-23;--:--;114
1940-12-24;--:--;127
1940-12-25;--:--;112
1940-12-26;--:--;110
1940-12-27;--:--;104
1940-12-28;--:--;111
1940-12-29;--:--;117
1940-12-30;--:--;124
1940-12-31;--:--;135
1941-01-01;--:--;218
1941-01-02;--:--;232
1941-01-03;--:--;180
1941-01-04;--:--;176
1941-01-05;--:--;137
1941-01-06;--:--;128
1941-01-07;--:--;139
1941-01-08;--:--;128
1941-01-09;--:--;135
1941-01-10;--:--;121
1941-01-11;--:--;124
1941-01-12;--:--;117
1941-01-13;--:--;116
1941-01-14;--:--;115
1941-01-15;--:--;124
1941-01-16;--:--;124
1941-01-17;--:--;129
1941-01-18;--:--;117
1941-01-19;--:--;123
1941-01-20;--:--;131
1941-01-21;--:--;155
1941-01-22;--:--;169
1941-01-23;--:--;178
1941-01-24;--:--;150
1941-01-25;--:--;148
1941-01-26;--:--;200
1941-01-27;--:--;200
1941-01-28;--:--;151
1941-01-29;--:--;143
1941-01-30;--:--;127
1941-01-31;--:--;125
1941-02-01;--:--;124
1941-02-02;--:--;115
1941-02-03;--:--;114
1941-02-04;--:--;117
1941-02-05;--:--;129
1941-02-06;--:--;108
1941-02-07;--:--;127
1941-02-08;--:--;119
1941-02-09;--:--;153
1941-02-10;--:--;192
1941-02-11;--:--;142
1941-02-12;--:--;157
1941-02-13;--:--;143
1941-02-14;--:--;140
1941-02-15;--:--;157
1941-02-16;--:--;132
1941-02-17;--:--;131
1941-02-18;--:--;139
1941-02-19;--:--;145
1941-02-20;--:--;132
1941-02-21;--:--;132
1941-02-22;--:--;143
1941-02-23;--:--;117
1941-02-24;--:--;119
1941-02-25;--:--;123
1941-02-26;--:--;116
1941-02-27;--:--;106
1941-02-28;--:--;119
1941-03-01;--:--;142
1941-03-02;--:--;155
1941-03-03;--:--;150
1941-03-04;--:--;160
1941-03-05;--:--;178
1941-03-06;--:--;167
1941-03-07;--:--;155
1941-03-08;--:--;150
1941-03-09;--:--;160
1941-03-10;--:--;167
1941-03-11;--:--;171
1941-03-12;--:--;150
1941-03-13;--:--;155
1941-03-14;--:--;143
1941-03-15;--:--;145
1941-03-16;--:--;134
1941-03-17;--:--;135
1941-03-18;--:--;155
1941-03-19;--:--;143
1941-03-20;--:--;139
1941-03-21;--:--;124
1941-03-22;--:--;124
1941-03-23;--:--;145
1941-03-24;--:--;252
1941-03-25;--:--;186
1941-03-26;--:--;190
1941-03-27;--:--;188
1941-03-28;--:--;198
1941-03-29;--:--;208
1941-03-30;--:--;186
1941-03-31;--:--;167
1941-04-01;--:--;182
1941-04-02;--:--;188
1941-04-03;--:--;178
1941-04-04;--:--;165
1941-04-05;--:--;167
1941-04-06;--:--;236
1941-04-07;--:--;236
1941-04-08;--:--;234
1941-04-09;--:--;221
1941-04-10;--:--;204
1941-04-11;--:--;186
1941-04-12;--:--;188
1941-04-13;--:--;164
1941-04-14;--:--;162
1941-04-15;--:--;192
1941-04-16;--:--;200
1941-04-17;--:--;218
1941-04-18;--:--;196
1941-04-19;--:--;192
1941-04-20;--:--;216
1941-04-21;--:--;204
1941-04-22;--:--;227
1941-04-23;--:--;225
1941-04-24;--:--;210
1941-04-25;--:--;218
1941-04-26;--:--;221
1941-04-27;--:--;247
1941-04-28;--:--;227
1941-04-29;--:--;229
1941-04-30;--:--;206
1941-05-01;--:--;216
1941-05-02;--:--;247
1941-05-03;--:--;290
1941-05-04;--:--;269
1941-05-05;--:--;229
1941-05-06;--:--;221
1941-05-07;--:--;208
1941-05-08;--:--;210
1941-05-09;--:--;210
1941-05-10;--:--;223
1941-05-11;--:--;232
1941-05-12;--:--;255
1941-05-13;--:--;225
1941-05-14;--:--;221
1941-05-15;--:--;234
1941-05-16;--:--;308
1941-05-17;--:--;297
1941-05-18;--:--;262
1941-05-19;--:--;297
1941-05-20;--:--;407
1941-05-21;--:--;476
1941-05-22;--:--;480
1941-05-23;--:--;407
1941-05-24;--:--;397
1941-05-25;--:--;290
1941-05-26;--:--;367
1941-05-27;--:--;382
1941-05-28;--:--;382
1941-05-29;--:--;419
1941-05-30;--:--;564
1941-05-31;--:--;397
1941-06-01;--:--;467
1941-06-02;--:--;410
1941-06-03;--:--;435
1941-06-04;--:--;516
1941-06-05;--:--;630
1941-06-06;--:--;714
1941-06-07;--:--;758
1941-06-08;--:--;623
1941-06-09;--:--;630
1941-06-10;--:--;579
1941-06-11;--:--;586
1941-06-12;--:--;623
1941-06-13;--:--;536
1941-06-14;--:--;734
1941-06-15;--:--;586
1941-06-16;--:--;499
1941-06-17;--:--;489
1941-06-18;--:--;522
1941-06-19;--:--;536
1941-06-20;--:--;597
1941-06-21;--:--;710
1941-06-22;--:--;798
1941-06-23;--:--;835
1941-06-24;--:--;839
1941-06-25;--:--;810
1941-06-26;--:--;826
1941-06-27;--:--;917
1941-06-28;--:--;890
1941-06-29;--:--;939
1941-06-30;--:--;860
1941-07-01;--:--;738
1941-07-02;--:--;656
1941-07-03;--:--;660
1941-07-04;--:--;694
1941-07-05;--:--;698
1941-07-06;--:--;641
1941-07-07;--:--;726
1941-07-08;--:--;730
1941-07-09;--:--;746
1941-07-10;--:--;718
1941-07-11;--:--;714
1941-07-12;--:--;726
1941-07-13;--:--;691
1941-07-14;--:--;687
1941-07-15;--:--;694
1941-07-16;--:--;645
1941-07-17;--:--;785
1941-07-18;--:--;758
1941-07-19;--:--;586
1941-07-20;--:--;547
1941-07-21;--:--;754
1941-07-22;--:--;645
1941-07-23;--:--;582
1941-07-24;--:--;575
1941-07-25;--:--;623
1941-07-26;--:--;612
1941-07-27;--:--;660
1941-07-28;--:--;890
1941-07-29;--:--;1340
1941-07-30;--:--;948
1941-07-31;--:--;935
1941-08-01;--:--;770
1941-08-02;--:--;652
1941-08-03;--:--;564
1941-08-04;--:--;543
1941-08-05;--:--;586
1941-08-06;--:--;575
1941-08-07;--:--;698
1941-08-08;--:--;543
1941-08-09;--:--;512
1941-08-10;--:--;802
1941-08-11;--:--;615
1941-08-12;--:--;557
1941-08-13;--:--;722
1941-08-14;--:--;822
1941-08-15;--:--;652
1941-08-16;--:--;604
1941-08-17;--:--;604
1941-08-18;--:--;687
1941-08-19;--:--;590
1941-08-20;--:--;586
1941-08-21;--:--;957
1941-08-22;--:--;683
1941-08-23;--:--;550
1941-08-24;--:--;516
1941-08-25;--:--;526
1941-08-26;--:--;516
1941-08-27;--:--;664
1941-08-28;--:--;777
1941-08-29;--:--;579
1941-08-30;--:--;561
1941-08-31;--:--;623
1941-09-01;--:--;831
1941-09-02;--:--;899
1941-09-03;--:--;649
1941-09-04;--:--;572
1941-09-05;--:--;529
1941-09-06;--:--;506
1941-09-07;--:--;476
1941-09-08;--:--;601
1941-09-09;--:--;579
1941-09-10;--:--;493
1941-09-11;--:--;463
1941-09-12;--:--;431
1941-09-13;--:--;533
1941-09-14;--:--;509
1941-09-15;--:--;529
1941-09-16;--:--;612
1941-09-17;--:--;493
1941-09-18;--:--;441
1941-09-19;--:--;400
1941-09-20;--:--;382
1941-09-21;--:--;343
1941-09-22;--:--;326
1941-09-23;--:--;326
1941-09-24;--:--;326
1941-09-25;--:--;300
1941-09-26;--:--;284
1941-09-27;--:--;300
1941-09-28;--:--;318
1941-09-29;--:--;262
1941-09-30;--:--;269
1941-10-01;--:--;264
1941-10-02;--:--;277
1941-10-03;--:--;264
1941-10-04;--:--;262
1941-10-05;--:--;238
1941-10-06;--:--;223
1941-10-07;--:--;236
1941-10-08;--:--;241
1941-10-09;--:--;238
1941-10-10;--:--;241
1941-10-11;--:--;227
1941-10-12;--:--;247
1941-10-13;--:--;277
1941-10-14;--:--;232
1941-10-15;--:--;216
1941-10-16;--:--;274
1941-10-17;--:--;243
1941-10-18;--:--;234
1941-10-19;--:--;178
1941-10-20;--:--;971
1941-10-21;--:--;533
1941-10-22;--:--;447
1941-10-23;--:--;438
1941-10-24;--:--;413
1941-10-25;--:--;388
1941-10-26;--:--;316
1941-10-27;--:--;295
1941-10-28;--:--;316
1941-10-29;--:--;262
1941-10-30;--:--;290
1941-10-31;--:--;284
1941-11-01;--:--;272
1941-11-02;--:--;225
1941-11-03;--:--;225
1941-11-04;--:--;232
1941-11-05;--:--;241
1941-11-06;--:--;225
1941-11-07;--:--;221
1941-11-08;--:--;255
1941-11-09;--:--;227
1941-11-10;--:--;214
1941-11-11;--:--;212
1941-11-12;--:--;272
1941-11-13;--:--;447
1941-11-14;--:--;419
1941-11-15;--:--;305
1941-11-16;--:--;302
1941-11-17;--:--;277
1941-11-18;--:--;297
1941-11-19;--:--;198
1941-11-20;--:--;247
1941-11-21;--:--;388
1941-11-22;--:--;284
1941-11-23;--:--;262
1941-11-24;--:--;241
1941-11-25;--:--;234
1941-11-26;--:--;206
1941-11-27;--:--;208
1941-11-28;--:--;200
1941-11-29;--:--;198
1941-11-30;--:--;174
1941-12-01;--:--;167
1941-12-02;--:--;174
1941-12-03;--:--;182
1941-12-04;--:--;176
1941-12-05;--:--;157
1941-12-06;--:--;160
1941-12-07;--:--;146
1941-12-08;--:--;164
1941-12-09;--:--;160
1941-12-10;--:--;157
1941-12-11;--:--;164
1941-12-12;--:--;174
1941-12-13;--:--;157
1941-12-14;--:--;153
1941-12-15;--:--;158
1941-12-16;--:--;158
1941-12-17;--:--;165
1941-12-18;--:--;174
1941-12-19;--:--;146
1941-12-20;--:--;157
1941-12-21;--:--;140
1941-12-22;--:--;135
1941-12-23;--:--;145
1941-12-24;--:--;148
1941-12-25;--:--;135
1941-12-26;--:--;174
1941-12-27;--:--;153
1941-12-28;--:--;143
1941-12-29;--:--;137
1941-12-30;--:--;142
1941-12-31;--:--;160
1942-01-01;--:--;137
1942-01-02;--:--;135
1942-01-03;--:--;142
1942-01-04;--:--;140
1942-01-05;--:--;128
1942-01-06;--:--;132
1942-01-07;--:--;127
1942-01-08;--:--;127
1942-01-09;--:--;123
1942-01-10;--:--;115
1942-01-11;--:--;114
1942-01-12;--:--;117
1942-01-13;--:--;129
1942-01-14;--:--;109
1942-01-15;--:--;111
1942-01-16;--:--;117
1942-01-17;--:--;107
1942-01-18;--:--;104
1942-01-19;--:--;106
1942-01-20;--:--;128
1942-01-21;--:--;119
1942-01-22;--:--;120
1942-01-23;--:--;105
1942-01-24;--:--;143
1942-01-25;--:--;169
1942-01-26;--:--;162
1942-01-27;--:--;178
1942-01-28;--:--;129
1942-01-29;--:--;137
1942-01-30;--:--;132
1942-01-31;--:--;151
1942-02-01;--:--;132
1942-02-02;--:--;132
1942-02-03;--:--;134
1942-02-04;--:--;129
1942-02-05;--:--;132
1942-02-06;--:--;135
1942-02-07;--:--;142
1942-02-08;--:--;120
1942-02-09;--:--;128
1942-02-10;--:--;128
1942-02-11;--:--;119
1942-02-12;--:--;125
1942-02-13;--:--;120
1942-02-14;--:--;110
1942-02-15;--:--;119
1942-02-16;--:--;117
1942-02-17;--:--;121
1942-02-18;--:--;124
1942-02-19;--:--;111
1942-02-20;--:--;121
1942-02-21;--:--;115
1942-02-22;--:--;104
1942-02-23;--:--;108
1942-02-24;--:--;110
1942-02-25;--:--;114
1942-02-26;--:--;101
1942-02-27;--:--;104
1942-02-28;--:--;110
1942-03-01;--:--;101
1942-03-02;--:--;104
1942-03-03;--:--;116
1942-03-04;--:--;102
1942-03-05;--:--;135
1942-03-06;--:--;158
1942-03-07;--:--;216
1942-03-08;--:--;225
1942-03-09;--:--;204
1942-03-10;--:--;176
1942-03-11;--:--;176
1942-03-12;--:--;321
1942-03-13;--:--;300
1942-03-14;--:--;236
1942-03-15;--:--;214
1942-03-16;--:--;260
1942-03-17;--:--;334
1942-03-18;--:--;292
1942-03-19;--:--;329
1942-03-20;--:--;337
1942-03-21;--:--;361
1942-03-22;--:--;267
1942-03-23;--:--;252
1942-03-24;--:--;241
1942-03-25;--:--;234
1942-03-26;--:--;225
1942-03-27;--:--;218
1942-03-28;--:--;229
1942-03-29;--:--;232
1942-03-30;--:--;221
1942-03-31;--:--;210
1942-04-01;--:--;192
1942-04-02;--:--;234
1942-04-03;--:--;208
1942-04-04;--:--;182
1942-04-05;--:--;188
1942-04-06;--:--;174
1942-04-07;--:--;167
1942-04-08;--:--;178
1942-04-09;--:--;198
1942-04-10;--:--;229
1942-04-11;--:--;202
1942-04-12;--:--;178
1942-04-13;--:--;200
1942-04-14;--:--;194
1942-04-15;--:--;178
1942-04-16;--:--;198
1942-04-17;--:--;174
1942-04-18;--:--;171
1942-04-19;--:--;165
1942-04-20;--:--;178
1942-04-21;--:--;182
1942-04-22;--:--;196
1942-04-23;--:--;229
1942-04-24;--:--;305
1942-04-25;--:--;229
1942-04-26;--:--;214
1942-04-27;--:--;216
1942-04-28;--:--;227
1942-04-29;--:--;241
1942-04-30;--:--;227
1942-05-01;--:--;218
1942-05-02;--:--;192
1942-05-03;--:--;186
1942-05-04;--:--;182
1942-05-05;--:--;198
1942-05-06;--:--;206
1942-05-07;--:--;221
1942-05-08;--:--;255
1942-05-09;--:--;255
1942-05-10;--:--;255
1942-05-11;--:--;318
1942-05-12;--:--;321
1942-05-13;--:--;340
1942-05-14;--:--;321
1942-05-15;--:--;493
1942-05-16;--:--;612
1942-05-17;--:--;470
1942-05-18;--:--;441
1942-05-19;--:--;447
1942-05-20;--:--;536
1942-05-21;--:--;626
1942-05-22;--:--;939
1942-05-23;--:--;856
1942-05-24;--:--;604
1942-05-25;--:--;550
1942-05-26;--:--;463
1942-05-27;--:--;460
1942-05-28;--:--;540
1942-05-29;--:--;679
1942-05-30;--:--;798
1942-05-31;--:--;738
1942-06-01;--:--;641
1942-06-02;--:--;649
1942-06-03;--:--;516
1942-06-04;--:--;463
1942-06-05;--:--;483
1942-06-06;--:--;561
1942-06-07;--:--;638
1942-06-08;--:--;675
1942-06-09;--:--;758
1942-06-10;--:--;785
1942-06-11;--:--;822
1942-06-12;--:--;869
1942-06-13;--:--;944
1942-06-14;--:--;895
1942-06-15;--:--;645
1942-06-16;--:--;822
1942-06-17;--:--;691
1942-06-18;--:--;612
1942-06-19;--:--;564
1942-06-20;--:--;529
1942-06-21;--:--;590
1942-06-22;--:--;645
1942-06-23;--:--;683
1942-06-24;--:--;660
1942-06-25;--:--;623
1942-06-26;--:--;652
1942-06-27;--:--;601
1942-06-28;--:--;540
1942-06-29;--:--;519
1942-06-30;--:--;503
1942-07-01;--:--;431
1942-07-02;--:--;483
1942-07-03;--:--;509
1942-07-04;--:--;533
1942-07-05;--:--;526
1942-07-06;--:--;503
1942-07-07;--:--;572
1942-07-08;--:--;623
1942-07-09;--:--;590
1942-07-10;--:--;593
1942-07-11;--:--;597
1942-07-12;--:--;882
1942-07-13;--:--;593
1942-07-14;--:--;509
1942-07-15;--:--;447
1942-07-16;--:--;438
1942-07-17;--:--;438
1942-07-18;--:--;450
1942-07-19;--:--;623
1942-07-20;--:--;593
1942-07-21;--:--;586
1942-07-22;--:--;529
1942-07-23;--:--;486
1942-07-24;--:--;480
1942-07-25;--:--;473
1942-07-26;--:--;467
1942-07-27;--:--;503
1942-07-28;--:--;660
1942-07-29;--:--;608
1942-07-30;--:--;516
1942-07-31;--:--;483
1942-08-01;--:--;473
1942-08-02;--:--;483
1942-08-03;--:--;516
1942-08-04;--:--;802
1942-08-05;--:--;917
1942-08-06;--:--;1040
1942-08-07;--:--;971
1942-08-08;--:--;734
1942-08-09;--:--;638
1942-08-10;--:--;586
1942-08-11;--:--;579
1942-08-12;--:--;519
1942-08-13;--:--;516
1942-08-14;--:--;557
1942-08-15;--:--;493
1942-08-16;--:--;428
1942-08-17;--:--;431
1942-08-18;--:--;431
1942-08-19;--:--;407
1942-08-20;--:--;435
1942-08-21;--:--;457
1942-08-22;--:--;568
1942-08-23;--:--;486
1942-08-24;--:--;512
1942-08-25;--:--;460
1942-08-26;--:--;431
1942-08-27;--:--;416
1942-08-28;--:--;435
1942-08-29;--:--;419
1942-08-30;--:--;410
1942-08-31;--:--;457
1942-09-01;--:--;438
1942-09-02;--:--;483
1942-09-03;--:--;422
1942-09-04;--:--;391
1942-09-05;--:--;422
1942-09-06;--:--;382
1942-09-07;--:--;480
1942-09-08;--:--;450
